step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,balance_change_ratio,amount_deviation,type_encoded
386,PAYMENT,527.6507554964406,11104.866761273986,10584.431626348785,40536.99894576739,41028.73351479049,0.04751527117250228,0.22107462659265445,3
192,PAYMENT,443.6643478803866,6733.700518703194,6317.257607908436,755.6280587895869,1220.8409381201548,0.0658871517448818,0.24783572313317964,3
277,CASH_IN,323.0297398647057,6374.680869944298,6026.578206839221,13922.638881450966,14182.570282977513,0.05067386845790891,0.2862742572111506,0
161,TRANSFER,521.0025401392967,408.39100060598986,0.0,45679.77052284597,46175.42849891492,1.2757444198481565,0.22319298762326392,4
460,CASH_IN,2656.233605733624,11988.048859862825,9269.827228544342,42760.221906526414,45398.44695251145,0.22157347177879438,0.4571685887870563,0
314,CASH_OUT,2023.180299590828,19450.11119582538,17403.796696436202,24650.826969002566,26668.90769892475,0.10401895800087085,0.2554549886717481,1
22,PAYMENT,68.52570866234329,15225.126578618245,15141.218079932036,27366.19474536291,27454.143029651226,0.004500830144727922,0.3673684144954462,3
253,PAYMENT,1768.8815361606396,4855.872592847317,3136.3156983049253,4040.830798057404,5825.588280174093,0.3642767602194085,0.1744262370980159,3
561,PAYMENT,2408.3931445756507,14322.49641615426,11999.365610827643,39990.49511810957,42429.49519995639,0.1681545643020192,0.3781976850901467,3
475,DEBIT,321.5758656832105,5946.1092338834205,5601.785713985069,3817.5908835770047,4092.9494135779096,0.05408172857819977,0.28673751392653046,2
59,CASH_OUT,864.9490951794601,15072.987029886095,14203.201040727945,32195.063556230212,33040.44140547104,0.05738405356977186,0.11359921851851836,1
511,TRANSFER,846.4088363355811,17098.647288204796,16193.180095352696,5694.740009434712,6564.254094119536,0.04950150863217475,0.11950681322212288,4
682,CASH_IN,112.73614349382277,6686.589075677005,6569.696960516813,21684.32674886494,21740.00610904418,0.01686003763920672,0.35328137650672214,0
476,TRANSFER,227.48073846244995,43.735922658303394,0.0,18002.57646830133,18267.605941677597,5.201233325742176,0.31671961287591377,4
700,CASH_OUT,1244.159347917807,6100.349424786103,4766.401626893073,20740.850940440687,21990.522315582606,0.20394886608670473,0.00723083566215418,1
190,PAYMENT,191.76422924185198,4117.127566447729,3926.2876816865064,28872.206508794356,28998.514909259928,0.046577189107430736,0.32810018002330865,3
687,CASH_IN,1742.8018206172742,12372.291622263358,10665.390993474786,7019.143265619904,8804.09358992749,0.1408632995265957,0.1661162997496297,0
563,PAYMENT,2856.803613838297,5801.457669762753,2947.5061871838243,11153.02372991367,14021.573010169965,0.4924285888920611,0.5210774223992835,3
567,TRANSFER,2242.861450693713,720.9259626163189,0.0,5273.720523190734,7607.063329542115,3.111084309620539,0.3254533212552011,4
244,CASH_OUT,7861.297158966339,10626.691579457936,2809.2189857118974,32648.3328178257,40566.800279913616,0.739769014672706,2.1156894399754074,1
505,PAYMENT,352.0951940094585,17493.7135001843,17101.180823029208,2648.387499014793,2919.3984789358274,0.02012695554924625,0.2770129559310937,3
131,PAYMENT,526.2632753273135,9026.780287131545,8461.545249253872,32919.758418672754,33432.55489411872,0.05830021985552781,0.22151672778269246,3
485,PAYMENT,652.6197006498966,7525.949416018118,6781.018113588827,48649.48592167622,49309.81167520122,0.08671592972188606,0.18125501648255415,3
647,TRANSFER,368.4861449864085,3570.3259274133757,3218.10700320521,44460.19527579689,44842.43791214213,0.1032079850629684,0.27179020818016686,4
21,CASH_OUT,909.8397282092486,7747.64518869469,6848.863084774314,16310.700355891711,17174.097413037398,0.11743435663998662,0.0992954448678184,1
167,CASH_OUT,30.975419062581683,6618.379310267157,6558.7306643711945,10737.15928821417,10772.375301099588,0.004680212119986718,0.37933329016553996,1
274,CASH_IN,548.5936936243,19898.459432810625,19305.182979340774,48016.611517242665,48551.27708471766,0.02756965660968318,0.21440145167077865,0
388,CASH_OUT,51.10309307267021,609.3901015304959,555.9160661491895,22190.43506322543,22199.09251198912,0.08385940786422971,0.37291988777568424,1
601,CASH_IN,95.20810584360117,4776.967547234465,4686.566036314337,17620.12131301512,17690.533177268324,0.01993065787074901,0.3588664410551179,0
316,PAYMENT,1211.1610409998577,1372.5798532536282,101.54185394457537,6302.780158956873,7490.198055858938,0.8823975072407367,0.0032836142610060343,3
14,CASH_OUT,299.2638549638253,17148.366230766693,16751.8029504631,8328.18068345676,8719.554634935403,0.017451449947861616,0.29384692472076673,1
242,CASH_IN,1148.740854152787,8346.188028503775,7111.1781596270175,37086.25264598495,38293.54900228279,0.13763658933031758,0.023172935565573594,0
346,CASH_IN,289.6968683086502,15925.395091257984,15563.020109383217,10070.128766610236,10374.351212556514,0.018190874803958562,0.2968953114865333,0
565,PAYMENT,2120.928990155482,13843.08189197702,11661.873741577456,8950.779564608485,10987.485293771877,0.1532121970169591,0.28660124458578967,3
340,PAYMENT,281.8511068385271,18560.631620035736,18274.5800838904,16111.676890276549,16463.967693200953,0.015185426477312112,0.29939525387120747,3
92,CASH_OUT,21.49074259979945,475.2848349121508,458.0385191041291,45666.71667667719,45586.927676218715,0.04521655441367425,0.382355449937351,1
367,TRANSFER,565.7141260831402,4146.896679119798,3572.7835721965107,29468.29354590073,29969.68454921697,0.1364186691536323,0.20894626482743778,4
455,CASH_IN,15.591255799765092,14040.655848364027,14043.001425649289,38751.632770938435,38691.2580055881,0.0011104364331799882,0.38423523906367024,0
428,TRANSFER,45.64612170242681,11704.475720574317,11678.869706493268,35945.015560680695,35943.75981276234,0.003899886060012865,0.37465867553674154,4
509,PAYMENT,107.29480217756776,13893.204998426834,13802.406973965604,47494.27097292248,47685.628601440454,0.007722825812310194,0.35501518396923365,3
35,CASH_OUT,88.98214960185283,11509.59449098253,11425.068141145915,34520.16902984912,34648.18378288641,0.0077311281185073934,0.3608502551123186,1
206,PAYMENT,178.1139997587451,11620.424269669582,11389.491309063862,6261.34677058901,6452.337687714671,0.015327667529630539,0.33244963512403997,3
81,PAYMENT,84.51239962342625,18651.480539826345,18500.215340868566,10104.565349396127,10189.53344313193,0.004531136251782675,0.3622744785560871,3
562,CASH_OUT,48.963298370895366,18425.844649714083,18348.778185569827,35142.20123011581,35144.30389785237,0.002657316356547874,0.37360170349106614,1
388,TRANSFER,4075.5199688848825,759.9334872851671,0.0,10750.696106342366,14867.250547841051,5.362995626689014,0.9094043786136174,4
2,CASH_OUT,145.87982705523066,8273.37061377815,8244.701370976816,41333.663655971824,41552.421307767414,0.017632454034186267,0.34272060434522883,1
390,CASH_OUT,14.208615703225654,10211.412435199916,10225.064856693216,43983.32643495707,44042.50868185185,0.001391444699094409,0.38467579803213386,1
566,CASH_IN,234.77378663790918,7158.089543205313,6941.211955242672,20719.6529001553,20985.48986855426,0.03279838638799426,0.3143957848680486,0
106,CASH_OUT,74.6569344839331,991.1683941052152,969.8600093026305,19116.513752919855,19241.65040371043,0.07532215002812939,0.3654147849644224,1
477,CASH_OUT,106.97001473434194,9445.966697387132,9414.651514372707,6038.93245165168,6149.290451854523,0.011324411588697549,0.35511867295477345,1
703,TRANSFER,1170.8833255356228,19513.9276054646,18296.933373539046,46890.92603112206,47962.43148496731,0.060002442829998684,0.016117546114571328,4
402,CASH_IN,205.9768063305068,1444.2256113238284,1383.4004921524422,24354.991522101427,24617.978381761517,0.14262093451015673,0.32357154070707667,0
730,CASH_OUT,71.60071773678794,16333.568531234108,16341.36352006807,35402.87978534402,35422.23240772428,0.004383654288398056,0.36638860577353494,1
556,DEBIT,787.9071594310285,3913.051380439756,3056.8200227047955,7884.066533151318,8673.39954207358,0.20135364523184002,0.13814755602639167,2
162,TRANSFER,2264.0516347098205,11535.898870512407,9221.923075440563,26977.500201813204,29332.328258212183,0.1962613975835985,0.3322052776284149,4
202,TRANSFER,902.6259560504552,7740.614077573158,6978.833495852663,38858.599907356926,39760.04529081386,0.1166090890211965,0.1015940126794737,4
270,PAYMENT,10.172282734308057,6980.16511118569,7021.834294942185,29895.297203877835,29987.3398949942,0.001457312624024754,0.38596191919527145,3
271,TRANSFER,75.75585585396807,17408.27207464446,17302.65721027163,18992.847467177588,19076.252595940656,0.004351715984742,0.3650646290081349,4
456,PAYMENT,433.1884254090933,19469.495040871767,19040.266300400668,30746.356535853363,31137.71233356657,0.022249597357287026,0.2511737296102152,3
462,TRANSFER,279.65337562976697,7733.342388594171,7491.394150634468,49777.932537644134,50053.703377129765,0.03616203209135353,0.30009553024588737,4
727,PAYMENT,246.92564751153927,12808.867454843195,12606.37740564676,34133.57215570307,34353.764675812556,0.019277711193597648,0.31052376401113935,3
252,CASH_IN,92.375792716728,11128.274989490192,11104.312421295594,25156.07173909487,25302.922655628092,0.008300998385101906,0.3597689181007817,0
702,CASH_OUT,48.99037623158182,1538.4320371924543,1501.553808827972,42768.8621224871,42808.83534153829,0.03184435519230755,0.37359307550869963,1
296,PAYMENT,8198.221969226683,823.2178331406193,0.0,23542.70443309152,31776.838729313604,9.958751668376808,2.2230458281125713,3
725,CASH_OUT,420.17295734342025,15468.098572834839,15029.734757402297,22608.705800288535,23048.402606300613,0.027163840168521445,0.25532092684500945,1
720,CASH_OUT,1056.992281212633,7890.685092146988,6787.24486911125,27874.336951905916,28839.34321048532,0.13395443727244657,0.052407337745641915,1
338,PAYMENT,407.22943964492254,6151.482880342855,5695.498977130142,16017.895591812408,16388.039463716792,0.06620020693648186,0.25944519809955563,3
53,TRANSFER,432.47436284540674,19711.655325581803,19271.992379625037,3573.0786899498767,4007.9039618598335,0.021940032721865888,0.2514012556795543,4
217,CASH_IN,367.54468396651265,1704.5999647624499,1354.2650474643447,18853.133811850337,19202.895848401236,0.21561931923290462,0.2720901915936467,0
188,PAYMENT,75.13835980506543,5381.251036206784,5233.348615183809,36518.54971157484,36601.6530163858,0.013962991003302101,0.3652613855053722,3
380,PAYMENT,41.60689143109885,17136.033451478626,17196.742673603894,24378.132141232978,24447.822962617738,0.0024280351429582844,0.3759457198848529,3
493,TRANSFER,720.062533712757,8299.975159224045,7545.130515495474,42733.09081886682,43507.27040549032,0.08675478177938004,0.15976529906527132,4
41,TRANSFER,534.7308899509001,11684.941973760298,11107.348382121976,9108.894777195386,9660.176188691386,0.04576239155929842,0.21881864057022732,4
157,PAYMENT,1648.1708029894178,967.6434860621064,0.0,11103.001911338479,12757.170010952344,1.7032831065672394,0.1359634468017542,3
15,DEBIT,1215.6585677064936,18405.83807899198,17071.682277841326,32215.518359701186,33461.14249840128,0.06604744442982033,0.001850540150489293,2
65,CASH_OUT,119.96880022785766,2738.3744853347093,2636.491646770378,40923.20690760719,41012.432071913616,0.04381022422986605,0.350976791388749,1
521,DEBIT,2205.891387107886,4267.3219237734775,2011.9184250190206,34775.43953457385,36993.05873157489,0.5169264064233701,0.31367332650590135,2
344,PAYMENT,1270.976514097284,3135.924311279619,1768.8470839915583,22200.44490687875,23492.448798496156,0.40529566020637153,0.015775751362717024,3
129,TRANSFER,1137.1294673678294,9950.01097860312,8820.054070542825,44162.446103905066,45304.63802681141,0.1142842424810541,0.026872741897833397,4
648,PAYMENT,11778.017955147103,16337.077432753642,4566.168028896967,33774.5730959611,45551.73265664458,0.7209378791052163,3.3636978537659328,3
472,CASH_OUT,8655.395336123962,5338.456419982387,0.0,41741.00869069081,50430.63333256167,1.6213292111416202,2.3687177404442092,1
63,PAYMENT,1135.548019364887,2846.408825069453,1719.8421480852921,45192.87553009892,46279.1768651203,0.3989405911630349,0.02737664823079663,3
139,CASH_OUT,941.8027038616154,8198.4326755966,7265.239350051758,26496.786100837933,27396.79501282593,0.11487594533342686,0.08911088880172538,1
499,CASH_IN,2043.6297043462616,19633.10166390619,17591.537184545075,29417.108239701316,31450.342085738503,0.10409102643742243,0.261970906073028,0
593,CASH_OUT,168.01770243592082,221.16157647814384,0.0,33344.44256206837,33566.17219971314,0.7597056645711018,0.3356666793461612,1
392,CASH_IN,171.61543209148795,10079.959057557415,9912.184835653718,48614.93839350122,48715.53574748702,0.017025409638228624,0.3345203130069854,0
675,PAYMENT,1107.8008475103804,13387.362521241801,12277.138908336266,40299.53760801813,41458.031464587155,0.0827497459452993,0.0362178972590865,3
419,CASH_OUT,111.64072093331542,16134.415101347231,16015.537486623147,1746.4996761061002,1928.9329103835562,0.006919415437873132,0.3536304176161886,1
289,CASH_OUT,981.5708811581478,14923.816572445732,13900.55442931599,21460.042449799716,22452.37767755347,0.06577210838750525,0.07643931417338284,1
379,TRANSFER,510.4273162026437,1488.5528559483773,1006.3779613502653,43434.88381549702,43892.85970029849,0.34290170763029,0.22656263512622904,4
490,CASH_OUT,111.68862248647919,9237.408901103856,9076.888706557673,1818.7169869582242,1847.520450452233,0.012090903811038676,0.3536151544548623,1
231,CASH_IN,419.38936707175463,1574.9915882070463,1190.87207515743,31511.387232298322,32036.26048322045,0.2662803853760153,0.25557060694805805,0
41,CASH_OUT,2857.2713878246805,12397.10643682098,9559.243847845913,47250.257166933865,50047.06952118019,0.23047889460222923,0.5212264720510553,1
28,CASH_IN,456.4849247681512,1540.6309830273667,1154.2644971975972,15594.605394991762,16025.729848701412,0.29629738061683686,0.24375062525201832,0
135,CASH_IN,459.35414551901033,968.2961577802107,485.74099049498744,36107.880436320185,36475.77972024576,0.4743942664939058,0.24283638810711222,0
201,CASH_IN,660.8176410514761,6120.562888572743,5526.604770993149,15576.213740353673,16133.68884743278,0.10796680845894756,0.17864285719693415,0
33,PAYMENT,803.3438141067627,18776.636599141926,17983.908353247658,32002.27553063746,32839.64091407706,0.04278422335464887,0.13322888147218787,3
48,CASH_OUT,245.60862184237516,14199.930687775188,13950.561530430932,46823.92035769448,47040.3435683789,0.017296466246403668,0.3109434158581379,1
503,CASH_OUT,682.2468700912387,80.51967213474009,0.0,18447.607683265753,19172.437563556767,8.473045803633921,0.17181473246342077,1
407,TRANSFER,83.62934377640217,5694.560069497963,5630.710250585871,48007.77471990034,48074.20748098199,0.01468583046903832,0.36255585197642576,4
574,CASH_OUT,121.67984994408899,349.95790935179684,204.47363406862132,19109.681942124527,19292.27828222379,0.34769852800146245,0.35043158927877144,1
728,TRANSFER,147.41862636532954,5886.218831433452,5737.406390071966,19592.827106558143,19723.936937569735,0.025044707066969367,0.34223028742296796,4
99,CASH_OUT,816.1874399861728,13709.843520438411,12932.526936218535,38210.14818966435,39074.28290933942,0.05953295081518719,0.12913643935154667,1
684,CASH_OUT,513.037653613749,15195.57343361396,14680.999188570822,18041.591657532485,18504.926164885685,0.033762309520933516,0.22573088754415266,1
726,PAYMENT,329.7914991875858,16082.156154769938,15768.226278826605,16392.473702925785,16682.939402949516,0.020506671867489005,0.28411971698065736,3
547,CASH_IN,1137.007379867297,18199.80193553583,17138.476690112024,9280.029804267937,10369.168893228663,0.06247361283900817,0.02691164337583297,0
739,CASH_IN,712.1532479333475,7315.86470193818,6631.852632296655,4448.89673075396,5129.740176861251,0.09734368758141167,0.1622854825844545,0
613,PAYMENT,261.13429886571384,17251.954339116754,16956.862660893814,41883.18223353863,42061.90905528787,0.015136505333405787,0.30599637557540577,3
462,CASH_OUT,85.38357360691214,14553.374582402246,14447.716887280369,23797.355389649656,23831.952967435107,0.00586692612929491,0.361996891125723,1
643,PAYMENT,117.97076011927177,10755.11697525025,10644.181772056581,32551.59915922536,32620.633101659805,0.010968803072132726,0.3516134389815612,3
5,TRANSFER,44.691610610381545,19092.615203981695,19154.001634723874,23900.756669058654,24042.25605910436,0.0023407799367925917,0.3749628171735645,4
218,CASH_OUT,498.12663170164853,18954.818657166885,18389.9573726944,18714.829538823313,19206.043956518908,0.026279683320172786,0.23048207655478167,1
503,PAYMENT,110.69645617388777,17952.08561874121,17850.896795331355,20430.629336383226,20521.255895427188,0.0061662170359930435,0.35393129440213683,3
398,DEBIT,191.90789185989394,4044.546441454477,3920.8604513073014,3970.4078094142337,4199.512536684484,0.04744855687474343,0.3280544039352509,2
393,TRANSFER,333.1570428814871,4157.734978233761,3855.309106583218,33695.70215072566,34005.90708857741,0.08012945621248203,0.2830473334574141,4
207,PAYMENT,1931.385281751327,18020.05903447896,16082.066563988015,25613.57244990588,27559.96269079275,0.10717974220039352,0.22620578747276085,3
15,TRANSFER,1624.874559247916,7958.26301801694,6247.406970848816,3311.2345141679266,4969.047247122903,0.20417452345685433,0.1285404238925238,4
554,CASH_OUT,371.64432938813746,15948.88520392754,15652.813029074498,31426.810211461554,31828.66888032175,0.02330221358020792,0.270783896801142,1
461,PAYMENT,2692.5803051982684,13738.812397511501,11022.571700950366,10481.362757810924,13172.244359149518,0.19598348294543808,0.46874995725979096,3
691,CASH_OUT,19.716921688856687,15247.135848429216,15179.769677383285,6922.4938596527345,6947.438585832362,0.0012931557693760534,0.3829206532123898,1
575,CASH_OUT,6740.105284632936,525.4766560320534,0.0,48852.58875740073,55610.48392118456,12.826650256033064,1.7584372983353682,1
743,TRANSFER,1139.961274935651,8599.142349127778,7530.538164773072,3952.6358162170204,5119.008518450174,0.13256685709491467,0.025970425941505008,4
241,CASH_IN,470.69245903350765,17141.87011535482,16691.42161494885,36494.25356501882,36981.98054984882,0.027458641085600404,0.23922359276104477,0
564,TRANSFER,105.94927892345123,9798.512884967284,9674.33307289547,34850.23698809934,34963.9964847939,0.010812791713117697,0.35544391617392024,4
96,CASH_IN,209.11805538718687,13802.678367458053,13605.960355710884,26086.532095608865,26248.58391772795,0.015150541787615294,0.32257062553937543,0
734,PAYMENT,1006.2907686766113,15119.038058893428,14118.670284419422,4271.900693174074,5306.166897271315,0.06655785670733752,0.06856266704523407,3
485,CASH_OUT,1041.1894861994742,2415.167610016977,1350.5722920598214,14610.604403013944,15591.220635658083,0.4311044425575728,0.05744267780793595,1
407,CASH_OUT,1099.4771810943494,3114.9113649617766,2018.7970819365773,8064.091889140612,9164.866283815285,0.3529722204817347,0.038870117384381585,1
231,CASH_OUT,135.26758103545606,14491.072356820476,14314.590512307446,49173.33103562478,49315.848479200264,0.009334545967661945,0.3461020484182422,1
655,PAYMENT,100.00582461853367,1091.41100106386,941.9557153789559,4952.57135678398,4979.325647939157,0.09162984844485929,0.35733771493199085,3
171,CASH_OUT,540.6693270351756,6837.906373375984,6324.864318244986,629.5436614530859,1133.5801911798876,0.0790694252761812,0.21692644047948603,1
541,PAYMENT,1280.211959619366,18361.67190903671,17061.73730286078,10942.198225712724,12286.52787453409,0.06972197117787018,0.018718497173932737,3
36,CASH_IN,405.3606944186086,11487.11685720196,11080.471991797856,39235.06459252846,39599.42230668736,0.03528828856341474,0.2600406476827746,0
525,CASH_IN,3722.7814531168888,18209.571038427748,14448.195620565668,42196.25164344439,45948.04906827117,0.20444091984707846,0.7970091739373736,0
160,CASH_IN,423.9884410921206,6188.329029489896,5735.99223314676,35076.812735841326,35441.1528226624,0.06851420457309942,0.25410517620337514,0
699,CASH_OUT,403.0001903384914,12732.528182741935,12305.355196446892,21663.703617857733,21997.13558439713,0.03165123096956741,0.26079278936099826,1
243,PAYMENT,1103.0562186243076,5734.855447694911,4602.43500317085,39553.56348108627,40694.04283610045,0.19234246245346498,0.03772970703013438,3
86,TRANSFER,2512.026825288752,2222.43594864151,0.0,33855.31928470763,36423.081018233315,1.1303033623192866,0.4112191109748174,4
578,CASH_OUT,53.309636398173325,19813.906290728584,19770.46847670227,49683.43065392163,49737.38994886641,0.002690516227136807,0.37221680354299996,1
682,PAYMENT,75.41320844190597,3524.642989028679,3518.726971447375,21959.00540569781,22053.939162914274,0.021395984976818414,0.3651738088234626,3
557,PAYMENT,252.17110454241217,3769.651097035569,3555.5254494000865,9386.622767851588,9705.703773999905,0.06689507809906281,0.3088523723420958,3
574,CASH_OUT,46092.82960580893,16838.36737829389,0.0,3320.071758331733,49402.66915632171,2.7373692811350923,14.297633634795407,1
646,CASH_OUT,272.5432061431507,16044.739707471004,15740.567674045893,31203.34880466929,31479.57238498155,0.016986452327191377,0.30236108651209515,1
28,DEBIT,336.0720546999439,19556.597287598917,19131.574860005534,46727.980859463394,47052.67580680171,0.017184587367509552,0.28211850562795016,2
620,CASH_IN,1019.9693886615813,1434.8803089145702,381.2536800737146,39295.033239190765,40277.68227738572,0.7108393517736316,0.06420416570734652,0
556,CASH_IN,1746.5424229536352,1882.5118538062834,81.04930530227524,36614.64172347596,38285.49275564739,0.9277723374874218,0.16730819047438472,0
340,CASH_OUT,520.4415962163147,8974.279901868113,8456.56413435741,25879.874206817127,26356.754497722864,0.05799257454717654,0.22337172457490695,1
331,PAYMENT,2313.5102585752843,11834.948629469729,9604.867104575374,9012.937404834087,11384.236956778173,0.19548122522598074,0.34796457780084183,3
640,CASH_IN,67.29212560764748,760.5836589061598,673.5320916904924,13714.394352967263,13863.03584977461,0.08847432471061006,0.3677614785180008,0
506,CASH_OUT,127.85123518383008,3167.7959203359496,2967.308246699697,14105.995034002539,14179.958550510843,0.040359681746881995,0.3484651635096817,1
348,CASH_OUT,2307.0626767253793,14066.709254508705,11749.846811900794,33251.142942591316,35595.1763044825,0.16400869847977503,0.34591014583695745,1
473,CASH_IN,410.1055937107773,13370.795471094907,12938.648937729766,42817.66860895829,43215.75971128491,0.03067174235050913,0.2585287517505984,0
231,CASH_OUT,60.723094333587454,1793.724071754088,1796.055578018095,6844.20402592465,6981.082641751921,0.03385308548276668,0.3698546086457531,1
190,TRANSFER,55.4894605419589,18633.323703733775,18483.59430255207,1665.0294885539097,1718.82455764091,0.002977969009943182,0.37152223300463516,4
225,CASH_IN,119.53255869768846,5095.27610068143,4926.161703063527,25574.92798931928,25661.23816145042,0.023459486068223557,0.3511157936634648,0
385,PAYMENT,404.71710353179725,17744.612929543873,17377.94559520236,44889.53017179542,45304.36183378964,0.022807885702480664,0.2602457189358909,3
377,CASH_OUT,813.2750397322397,18459.76341126978,17568.01044119898,48059.67959637031,48798.771872268335,0.04405663396724419,0.13006443504242624,1
283,PAYMENT,246.26544529213913,9801.394211754841,9583.81817753731,23919.345869104734,24172.900818901675,0.025125552546064543,0.3107341282335312,3
633,PAYMENT,718.7393566474773,8239.330174835666,7487.3232220179125,12488.178244929888,13191.774623412615,0.08723274118114979,0.16018691096878357,3
628,CASH_OUT,209.43224411922012,5562.741068276282,5404.6220060635715,38344.659310842646,38539.02981567932,0.037649108874326334,0.3224705136852249,1
259,PAYMENT,2529.7614846243487,16147.63997537111,13615.430399791725,8466.810975405142,10965.009964655044,0.15666447161831826,0.41687001263932083,3
359,CASH_OUT,18541.377623955246,3931.771560528423,0.0,41200.47543927955,59702.268731939126,4.715782017982581,5.518748012152179,1
710,PAYMENT,223.8734421695508,12442.491357163492,12248.558138878056,43461.6259839491,43700.14570662326,0.017992654022673728,0.3178690274905484,3
456,CASH_OUT,828.7339843110094,11342.680967210503,10514.899871106161,15561.151319436922,16393.772547183824,0.07306332486179583,0.1251386581217331,1
411,TRANSFER,733.3449828269012,4977.899752596147,4182.748808808133,9170.298720510511,9892.945390570214,0.14732015895748732,0.15553303204578897,4
649,PAYMENT,496.72827161584297,19660.94341253205,19138.173086602797,5565.058526167704,6080.280911883479,0.025264722103783898,0.23092764447841208,3
318,TRANSFER,1074.7855346549845,16926.483947343495,15770.340932440185,30493.324490922623,31563.422228531963,0.06349727078574197,0.046737765886852474,4
677,DEBIT,827.3532775798994,410.5685413484994,0.0,49093.38284764162,49908.61797443087,2.015140455872444,0.1255786010502877,2
225,CASH_OUT,199.0228504317496,8445.048478593431,8139.085208927421,22359.399514192217,22523.92211003724,0.02356680970348887,0.3257873216938756,1
234,PAYMENT,2906.8306965268807,7179.438556973414,4389.518640569975,13180.438726953553,16141.103505828527,0.4048827319099299,0.5370178540413926,3
684,TRANSFER,545.9346998401262,17656.185187538907,17108.934477705534,41380.151172004356,42039.53075305131,0.030920308891267578,0.21524870292700848,4
664,TRANSFER,226.51232767302028,5289.909968286104,5090.0506156421725,35666.87995565753,35773.41155040359,0.04281969429177426,0.3170281834573022,4
374,CASH_OUT,15753.278570089282,19969.013028150013,4173.972301896662,3693.6051958951166,19434.57565267834,0.7888861882098092,4.630359163731048,1
672,PAYMENT,338.891478688135,4001.591870810537,3688.9829327568245,13025.400584291458,13355.55454055048,0.0846891661191553,0.28122013552642633,3
608,CASH_OUT,591.3545554459021,4877.69173293358,4325.026669049652,18656.982221991348,19256.417318566477,0.1212365577457772,0.20077629988913237,1
472,DEBIT,524.8751983325316,13321.632448527786,12843.568907170318,10827.846590520463,11491.674782207248,0.0394002161792519,0.22195901914289515,2
